"","AC013264.2","AGER","AGR3","ANXA3","C11orf88","C11orf97","C12orf75","C1orf194","C20orf85","C2orf40","C5orf49","C9orf116","C9orf24","CAPSL","CATSPERD","CCDC78","CCNL1","CFAP126","DNAAF1","DYNLRB2","EFCAB1","FABP6","FAM183A","FAM229B","FAM92B","FXYD3","GAS6","HOPX","IGF2","LRRC46","LRRIQ1","MALL","MORN5","MS4A8","MT-ND5","NEAT1","NUPR1","OMG","PIFO","PIGR","RNASE1","ROPN1L","RP11-356K23.1","RPS4Y1","RSPH1","RSPH9","RTKN2","S100A14","SFTPC","SFTPD","SLPI","SNTN","TMEM190","TNNC1","UPK3B","ZMYND10","class"
"FXYD3",0.022081475147643,0.049994298706337,0.0686878565029401,0.00699727705151266,0.0329687722009616,0.0236238994264971,0.0198431360485693,0.0264028699843011,0.0343417996211697,0.0306647362181891,0.0193889731552195,0.00709662494214565,0.0261343136109442,0.0259766767613993,0.0223785856702524,0.0242733185902837,0.000224964432135187,0.00724486805388631,0.0182613938651118,0.027860517200413,0.02409305176909,0.00824094840737792,0.033913485103287,0.00361315725142027,0.0279967263691461,0,0.0497749371502724,0.0154519528066899,0.00199787885264805,0.0150690787624461,0.00432519619379465,0.00808584717226132,0.0275947303344341,0.0317523150291792,0.0164589277697408,0.0165904584958309,0.0869564873159077,0.0212821215925014,0.00601643481986948,0,0.0347399009104601,0.0205903707410045,0.0243451766709849,0.000270191040081397,0.00409208754104021,0.0137264424045452,0.00872136378168858,0,0.0411272110557517,0,0.0773677102514601,0.0168562674336689,0.0201208571791538,0.0377560236597164,0.019738432574846,0.0213602109684648,0.0878927856895172
"GAS6",0.00426488318585676,0.0786888521927592,0.0231408262522958,0.0192160947851996,0.00768755074748316,0.00876713607925486,0.00607245146119575,0.00435628184710796,0.00702877645766911,0.00789340707541868,0.00509532687374159,0.000677353258497915,0.00537056236227289,0.00559478310689517,0.0086074021278199,0.0063381447720618,5.70278961178951e-05,0.00128914700891617,0.00551543676743736,0.00618412037090786,0.0067036823210944,0.0011861811607891,0.00628560899849314,0.00317520070209601,0.00723540820079553,0.0497749371502724,0,0.00391312870609483,0.00256455221109432,0.0051834959039258,0.00231814198080508,0.0128694009555231,0.00640131336758141,0.00534101074768428,0.00487941108132189,0.00341736113124761,0.0273625911608968,0.00424479704257889,0.00147050031262381,0.0038362764140812,0.0116408021443268,0.00627899505056078,0.00615042167320415,1.20218869568632e-05,0.000394270293347604,0.0027265578739883,0.0343355081323299,0.00142738374962993,0.00307726729289514,0.00335588957955479,0.00362554182931501,0.00540499997040083,0.00557435169311537,0.0293485784731552,0.0169119941296476,0.00470836190259454,0.030901728802624
"HOPX",0.0478247969214333,0.0370597216078475,0.000902753913413756,0.00282286277032356,0.0672054680275154,0.0556215233752795,0.0418550606709609,0.0692821347656705,0.0703716164776704,0.0611670249081279,0.0654385104797706,0.0435640964538576,0.0738861274779453,0.0553217744007276,0.052866300971033,0.0503855644514221,0.000394458938299307,0.0625000325563892,0.0573581031485352,0.0525108955128416,0.0535216519320724,0.0444209214160061,0.0694507473836693,0.0262217042114176,0.0521272566149881,0.0154519528066899,0.00391312870609483,0,0.00733053863875274,0.0486913885830059,0.0652278160052708,0.0178375504321199,0.0590463372499997,0.0538662511553953,0.000778988770064467,0.00640611990471611,0,0.050402632513395,0.0622401539337711,0,0.0855190166339887,0.0581647601072867,0.0535823209008131,0.00911072029630059,0.0539248764511997,0.0472963985660069,0.00934165783506546,0.0506542168051179,0,0,0,0.0521103661927832,0.0492271860529848,0.0378149114263866,0.0181217443776775,0.0577690514295408,0.00325658473319968
"IGF2",0.000278951822959019,0.00368840421990473,0.00325030384806318,0.00178954523967187,0.00107179114096023,0.00125855539840151,0.000220716772942151,0.00210294004885217,0.00133789273260637,0.00139745900451197,0.00169397445554997,0.00058880733973425,0.00103789955633506,0.000917857284767557,0.000861359194098363,0.000634893597458541,0.00496161137366527,0.0022299514143112,0.000877715799667914,0.000848184323256605,0.00100633759772073,3.28171871729739e-05,0.000114643878213109,0.00277243580019321,0.000903567334319451,0.00199787885264805,0.00256455221109432,0.00733053863875274,0,0.000411062964800024,0.00270240166330386,0.0029625267031896,0.000986635097578758,1.18439786834138e-05,0.00493594146842107,0.00012737894867527,0.0112586297058902,0.000283043112963301,0.0020305610817327,0.00676420938157163,0.00585345266195729,0.00102054601897619,0.00078944192647678,0.0439356815640644,7.52900999317434e-06,0.000502668235110399,0.000111384708198364,6.8320949811823e-06,0.0224038733161643,0.017498013387963,0.00794009167386909,0.000202724699954155,0.000647050588555805,0.00618172738660511,0.0164219650449686,0.0018933198769173,0.0170896006465962
"LRRC46",0,0.00153595551531612,0.0283211353348385,0.00151956257114216,0.315047476884699,0,0,0,0.352474777191141,0.338182116605672,0,0,0,0,0,0,0.000339147303209943,0,0,0,0,0,0.329619817587223,0,0,0.0150690787624461,0.0051834959039258,0.0486913885830059,0.000411062964800024,0,0,0.0319610981682831,0,0,0.000769090939799053,0.000170217274834537,1.09990053045818e-06,0,0,0.000352724166816743,0.0394241770769732,0,0.314630064213833,0.00923391322281571,0,0,0.000843390013755317,0.0408955035389658,0.00508360988639304,0.0128301384786602,0.000492929071609211,0,0,0.00433914112374558,0.000492378520849389,0,0.0188580138682282
"LRRIQ1",0,0.00213169366261815,0.0191291938926762,3.88803945563853e-05,0.252454535848192,0,0,0.242610120986944,0.268344745992772,0.249722948583373,0.235871347150065,0,0.247839708905121,0.235876851518842,0,0,5.17536221036901e-05,0,0.234091376932783,0,0,0,0.24586342538146,0.120273377288882,0,0.00432519619379465,0.00231814198080508,0.0652278160052708,0.00270240166330386,0,0,0.0344016213692444,0.250721379869036,0,0.000222632912745228,0.00326634930979323,0,0,0,0,0.0625394692704335,0.230905232095086,0,0.0116952493160555,0,0,3.50526604910415e-05,0.0535854234567777,0,0.0225948121063898,0,0,0,0.00696951510031068,0.00130516482867767,0,0.00754963757713427
"MALL",0.0365405611445032,0.00744934244881471,0.00176592648813539,0.0187284402465031,0.0489958891882386,0.039981832775651,0.0310781713263092,0.0425541505338136,0.0519403066866403,0.0458873625555798,0.0414162084744931,0.0287782724018955,0.0472269424113504,0.0471841474062119,0.0385983869037729,0.0354816008368561,0.000761759396178432,0.0336734983708934,0.0353756583735282,0.0388372334924781,0.0374078452196173,0.0286911525725786,0.0533033337100234,0.0162104300173701,0.0375329533433084,0.00808584717226132,0.0128694009555231,0.0178375504321199,0.0029625267031896,0.0319610981682831,0.0344016213692444,0,0.0431868856588747,0.0440349021451626,1.04295421117148e-05,0.00314861039044892,0.00381025882385839,0.0335728989385727,0.023569256563209,0.0113995027396629,0.0155101635094793,0.0428279807949214,0.0368946589905883,0.0198281282913114,0.0331870271285932,0.0301348538697687,0.013067294421042,0.0468196444363574,0.0198784895633207,0.0336259021094587,0.011096711774045,0.0362559965666426,0.0336637657218263,0.00153943828819338,0.00738463093249235,0.0307607738902199,0.00757727616159504
"MORN5",0.418576128445422,0.00202256623816841,0.0354874823755888,0.00105174043897502,0.611760273758845,0,0.24846146510421,0,0.570955640677596,0,0.393865718462363,0.196998369849646,0,0,0,0,0.000259406218338972,0.351057119225147,0,0,0,0,0,0.15595692408095,0,0.0275947303344341,0.00640131336758141,0.0590463372499997,0.000986635097578758,0,0.250721379869036,0.0431868856588747,0,0,0.00244369597195739,0.000253978217686775,0.000348342111765682,0.391008862875138,0.190637447233423,0.000699363067086625,0.0476291513143247,0.490502416765316,0,0.00894910044859202,0.233180089153878,0.325363305990885,0.000683979667365717,0.0459703408832996,0.0032975359422308,0.0169510642631783,0.000768113349743181,0,0.369094552983885,0.00450197420316078,0.000550203449168261,0.342464324503104,0.0299851049549489
"MS4A8",0,0.00287696605487895,0.0393222535692733,0.00123869661063791,0,0,0,0,0.521557906898508,0,0,0,0,0.476164856642745,0,0,7.47915358649189e-06,0,0,0,0,0,0.494172805372684,0.11921314583928,0,0.0317523150291792,0.00534101074768428,0.0538662511553953,1.18439786834138e-05,0,0,0.0440349021451626,0,0,0.00540126981055564,0.000515617282144133,0.000298459895752634,0,0,0.00208714350980731,0.039056367797005,0,0,0.0113023823581799,0,0,0.00266635801095875,0.046553175085839,0.00252115751697087,0.0204451817125822,0.00147837848390396,0,0,0.00363613726576268,0.00135209512166099,0,0.0389949837740735
"MT-ND5",0.00153116928409542,0.00599441990896531,0.0121343045186797,0.00143014487166954,0.00302367480791331,0.00291391568402076,0.000365472928254928,0.00314271570916669,0.00463809610489233,0.00393784224512553,0.00153544533910933,0.000362834183870897,0.00385543111096528,0.0027526775604232,0.00111264575919946,0.00376714906075693,0,0.000511339762382952,0.00648085479061957,0.00318454237048109,0.0025747303572205,3.79019888673906e-05,0.0029854796509506,0.000456510174785167,0.00144951726738811,0.0164589277697408,0.00487941108132189,0.000778988770064467,0.00493594146842107,0.000769090939799053,0.000222632912745228,1.04295421117148e-05,0.00244369597195739,0.00540126981055564,0,0.0581498965944545,0.0164100014173874,0.000221719148130208,6.27892157107379e-05,0.0274559114679532,0.0171146193739001,0.0016153647245281,0.00233824257320937,0.00463295212522801,0.000282552924392976,0.00125031544314976,1.49333496830403e-05,0.00253068535588304,0.0455642023797415,0.0242051223692148,0.0325277044011702,0.000792854446110381,0.00174521766235849,0.000847825079249881,0.000299943634001627,0.00240948462814561,0.0370271807754135
"NEAT1",0.000155434070109405,0.00219404164688782,0.014305241152591,0.004882943250594,1.95808597696423e-05,1.00160871288019e-06,6.77621444882395e-07,1.60680637045804e-06,0.000254215864603855,0.000457140915192372,0.000344665815145261,0.00378284251753335,6.01782958095167e-05,4.2006549671309e-08,7.54526191418647e-05,7.28411671013801e-05,0.0616878820895879,0.00354298254320425,0.000425203545869263,3.24669900444723e-05,8.52059316236726e-06,0.00112018093767601,0.000249424648794185,0.00475189938653338,7.76680123766614e-05,0.0165904584958309,0.00341736113124761,0.00640611990471611,0.00012737894867527,0.000170217274834537,0.00326634930979323,0.00314861039044892,0.000253978217686775,0.000515617282144133,0.0581498965944545,0,0.035910769029326,0.000161393988451086,0.00295432650358524,0.0331349802724712,0,1.3996948943107e-06,1.58040401475716e-05,0.00293320579216976,0.00567572528664549,0.000442056191400321,0.00240485387940264,0.0161135138797496,0.0658019052875642,0.0492132795210309,0.0458925015117062,0.000502187368208221,5.43258869941541e-06,0.000954976517363346,9.21201321680272e-05,0.000163496161448917,0.0337684375659182
"NUPR1",0.000689516675240937,0.0336307985174426,0.0782646115719743,1.76739324165452e-06,0,0.000924953364755145,0.000752688408875407,0,0,0.000619884130460055,0,0.00472864908483581,0,0,0.000472959772694616,0.000557594646595938,0.0034228165884992,0.000988699333873551,0,0.00115226233277473,0.000689314015875049,0,0,8.70908764751304e-05,0.000709039876908187,0.0869564873159077,0.0273625911608968,0,0.0112586297058902,1.09990053045818e-06,0,0.00381025882385839,0.000348342111765682,0.000298459895752634,0.0164100014173874,0.035910769029326,0,0.000374251648779702,1.59331503447905e-06,0,0,0,0.00043246852616891,0.0186067549157507,0,2.0156842712683e-08,0.000537144513665465,0.0192310894660242,0.203439354884116,0.252117380087533,0,0,0.000613163886080501,0.0234727768657894,2.71993030786497e-05,0.000361857083656188,0.111329986430316
